Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP,Draft
177,PHO,Rick Elrod,Georgetown College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
178,DEN,Donny Speer,UAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
179,SAS,Chris Faggi,Memphis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
180,OKC,Steve Burks,Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
181,MIL,Bryan Leonard,Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
182,LAL,Micah Blunt,Tulane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
183,PHI,Donald Seals,Jackson State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
184,BOS,Ed Spriggs,Georgetown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
185,CLE,Tony Hafley,University of South Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
186,LAC,John Hegwood,San Francisco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
187,UTA,Riley Clarida,Long Island University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
188,DAL,Ralph McPherson,UT Arlington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
189,SAC,Jack Moore,Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
190,NYK,Merle Scott,South Carolina State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
191,CHI,Skip Dillard,DePaul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
192,IND,Mike Scearce,Purdue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
193,DET,Kevin Smith,Michigan State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
194,ATL,Pierre Bland,Elizabeth City State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
195,POR,Mark Dearborn,Saint Joseph's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
196,WAS,James Terry,Howard University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
197,BKN,Gary Johnson,Oral Roberts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
198,GSW,Nick Morken,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
199,PHO,Ken Lyles,Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
200,DEN,Dean Sears,UCLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
201,SAS,Harry O'Brien,St. Mary's University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
202,MIL,Robert Tate,Idaho State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
203,LAL,Tim Byrne,Rutgers University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
204,PHI,George Melton,Cheyney (PA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
205,BOS,Panayoti Giannakis,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
206,CLE,Durand Walker,Marion College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
207,LAC,Daryl Stovall,Creighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
208,UTA,Michael Edwards,New Orleans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
209,DAL,Albert Culton,UT Arlington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
210,SAC,Robert Estes,Iowa State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
211,NYK,John Leonard,Manhattan College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
212,CHI,Tony Britto,Campbell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
213,IND,Craig Summers,University of Wisconsin-Stout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
214,DET,David Coulthard,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
215,POR,Grant Taylor,"University of California, Irvine",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
216,ATL,Ronnie McAdoo,Old Dominion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
217,WAS,Donald Sinclair,NC Central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
218,BKN,Sean Tuohy,Ole Miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
219,GSW,Randy Whieldon,"University of California, Irvine",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
220,DEN,Mike Phillips,Niagara University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
221,PHO,Dale Wilkinson,Idaho State University,1.0,12.0,45.0,14.0,4.0,2.0,0.25,0.0,0.857,3.8,1.2,0.3,0.2,-0.1,-0.124,-14.0,-0.1,1982
222,SAS,Keith White,McMurry University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
223,MIL,Bob Coenen,University of Wisconsin-Eau Claire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
224,PHI,Randy Burkert,Drexel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
225,BOS,Landon Turner,Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982
1,HOU,Ralph Sampson,Virginia,9.0,456.0,13591.0,7039.0,4011.0,1038.0,0.486,0.172,0.6609999999999999,29.8,15.4,8.8,2.3,20.1,0.071,-0.6,5.0,1983
2,IND,Steve Stipanovich,Missouri,5.0,403.0,12591.0,5323.0,3131.0,938.0,0.484,0.179,0.7959999999999999,31.2,13.2,7.8,2.3,30.4,0.11599999999999999,0.6,8.4,1983
3,HOU,Rodney McCray,Louisville,10.0,768.0,24876.0,9014.0,5087.0,2750.0,0.503,0.26,0.7609999999999999,32.4,11.7,6.6,3.6,56.0,0.10800000000000001,1.0,19.1,1983
4,LAC,Byron Scott,Arizona State,14.0,1073.0,30152.0,15097.0,2987.0,2729.0,0.48200000000000004,0.37,0.833,28.1,14.1,2.8,2.5,75.2,0.12,0.8,21.0,1983
5,CHI,Sidney Green,UNLV,10.0,679.0,13247.0,5080.0,4128.0,635.0,0.45399999999999996,0.037000000000000005,0.738,19.5,7.5,6.1,0.9,17.4,0.063,-3.2,-3.9,1983
6,GSW,Russell Cross,Purdue,1.0,45.0,354.0,166.0,82.0,22.0,0.5710000000000001,0.0,0.418,7.9,3.7,1.8,0.5,0.8,0.106,-0.8,0.1,1983
7,UTA,Thurl Bailey,NC State,12.0,928.0,24873.0,11834.0,4718.0,1298.0,0.473,0.114,0.812,26.8,12.8,5.1,1.4,45.0,0.087,-0.9,6.9,1983
8,DET,Antoine Carr,Wichita State,16.0,987.0,19780.0,9176.0,3384.0,1086.0,0.503,0.13,0.78,20.0,9.3,3.4,1.1,42.1,0.102,-1.2,4.1,1983
9,DAL,Dale Ellis,Tennessee,17.0,1209.0,34778.0,19004.0,4201.0,1746.0,0.479,0.40299999999999997,0.784,28.8,15.7,3.5,1.4,84.7,0.11699999999999999,0.6,22.9,1983
10,WAS,Jeff Malone,Mississippi State,13.0,905.0,29660.0,17231.0,2364.0,2154.0,0.484,0.268,0.871,32.8,19.0,2.6,2.4,54.2,0.08800000000000001,-1.5,4.0,1983
11,DAL,Derek Harper,Illinois,16.0,1199.0,37786.0,16006.0,2884.0,6577.0,0.46299999999999997,0.354,0.745,31.5,13.3,2.4,5.5,86.8,0.11,1.8,35.7,1983
12,NYK,Darrell Walker,Arkansas,10.0,720.0,18601.0,6389.0,3134.0,3276.0,0.435,0.059000000000000004,0.713,25.8,8.9,4.4,4.6,27.4,0.071,0.8,13.0,1983
13,SAC,Ennis Whatley,Alabama,10.0,385.0,7108.0,2150.0,679.0,1754.0,0.46799999999999997,0.09699999999999999,0.755,18.5,5.6,1.8,4.6,9.6,0.065,-0.9,2.0,1983
14,POR,Clyde Drexler,Houston,15.0,1086.0,37537.0,22195.0,6677.0,6125.0,0.47200000000000003,0.318,0.7879999999999999,34.6,20.4,6.1,5.6,135.6,0.17300000000000001,5.4,70.2,1983
15,DEN,Howard Carter,LSU,2.0,66.0,754.0,351.0,89.0,75.0,0.44,0.22699999999999998,0.774,11.4,5.3,1.3,1.1,0.0,-0.002,-5.0,-0.6,1983
16,OKC,Jon Sundvold,Missouri,9.0,502.0,8811.0,3886.0,554.0,1469.0,0.452,0.392,0.8490000000000001,17.6,7.7,1.1,2.9,8.9,0.048,-2.4,-0.9,1983
17,PHI,Leo Rautins,Syracuse,2.0,32.0,208.0,48.0,35.0,32.0,0.35,0.0,0.6,6.5,1.5,1.1,1.0,-0.1,-0.03,-4.6,-0.2,1983
18,MIL,Randy Breuer,Minnesota,11.0,681.0,12499.0,4599.0,2986.0,616.0,0.467,0.0,0.628,18.4,6.8,4.4,0.9,20.9,0.08,-1.3,2.3,1983
19,SAS,John Paxson,Notre Dame,11.0,772.0,17257.0,5560.0,906.0,2758.0,0.499,0.355,0.804,22.4,7.2,1.2,3.6,36.3,0.10099999999999999,-1.3,3.0,1983
20,CLE,Roy Hinson,Rutgers University,8.0,507.0,15543.0,7206.0,3452.0,495.0,0.499,0.0,0.741,30.7,14.2,6.8,1.0,30.2,0.09300000000000001,-1.1,3.4,1983
21,BOS,Greg Kite,BYU,12.0,680.0,10080.0,1717.0,2607.0,345.0,0.43799999999999994,0.16699999999999998,0.486,14.8,2.5,3.8,0.5,5.6,0.027000000000000003,-4.6,-6.7,1983
22,WAS,Randy Wittman,Indiana,9.0,543.0,11594.0,4034.0,760.0,1201.0,0.501,0.321,0.753,21.4,7.4,1.4,2.2,17.2,0.071,-1.3,2.1,1983
23,IND,Mitchell Wiggins,Florida State,6.0,389.0,8105.0,3877.0,1235.0,609.0,0.46,0.192,0.755,20.8,10.0,3.2,1.6,15.2,0.09,-1.2,1.6,1983
24,CLE,Stewart Granger,Villanova,3.0,80.0,996.0,316.0,78.0,173.0,0.414,0.235,0.742,12.5,4.0,1.0,2.2,-0.1,-0.005,-4.7,-0.7,1983
25,CHI,Sidney Lowe,NC State,4.0,193.0,3422.0,562.0,335.0,749.0,0.36700000000000005,0.133,0.764,17.7,2.9,1.7,3.9,3.9,0.055,-1.6,0.3,1983
26,IND,Leroy Combs,Oklahoma State,1.0,48.0,446.0,218.0,56.0,38.0,0.49700000000000005,0.0,0.615,9.3,4.5,1.2,0.8,0.4,0.040999999999999995,-0.8,0.1,1983
27,CLE,John Garris,Boston College,1.0,33.0,267.0,131.0,77.0,10.0,0.51,0.0,0.794,8.1,4.0,2.3,0.3,0.9,0.166,-0.1,0.2,1983
28,PHO,Rod Foster,UCLA,3.0,207.0,3446.0,1562.0,258.0,479.0,0.44,0.298,0.768,16.6,7.5,1.2,2.3,2.2,0.031,-3.3,-1.1,1983
29,CHI,Larry Micheaux,Houston,2.0,96.0,897.0,330.0,256.0,49.0,0.5670000000000001,0.0,0.61,9.3,3.4,2.7,0.5,2.5,0.134,0.4,0.6,1983
30,DAL,Mark West,Old Dominion,17.0,1090.0,20213.0,6259.0,5347.0,428.0,0.58,0.0,0.568,18.5,5.7,4.9,0.4,41.9,0.1,-1.8,1.1,1983
31,ATL,Doc Rivers,Marquette,13.0,864.0,23567.0,9377.0,2625.0,4889.0,0.444,0.32799999999999996,0.784,27.3,10.9,3.0,5.7,68.2,0.139,3.1,30.5,1983
32,WAS,Michael Britt,University of the District of Columbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
33,DAL,Dirk Minniefield,Kentucky,3.0,222.0,3801.0,1187.0,367.0,845.0,0.47,0.272,0.7390000000000001,17.1,5.3,1.7,3.8,4.1,0.052000000000000005,-1.6,0.4,1983
34,WAS,Guy Williams,Washington State,2.0,26.0,144.0,68.0,33.0,9.0,0.456,0.25,0.455,5.5,2.6,1.3,0.3,0.2,0.055,-1.4,0.0,1983
35,SAS,Darrell Lockhart,Auburn,1.0,2.0,14.0,4.0,3.0,0.0,1.0,0.0,0.0,7.0,2.0,1.5,0.0,0.0,-0.048,-4.9,0.0,1983
36,OKC,Scooter McCray,Louisville,3.0,77.0,892.0,224.0,190.0,74.0,0.423,0.0,0.611,11.6,2.9,2.5,1.0,0.4,0.023,-2.9,-0.2,1983
37,DEN,David Russell,St. John's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
38,SAC,Chris McNealy,San Jose State,3.0,108.0,1864.0,466.0,494.0,110.0,0.456,0.0,0.6579999999999999,17.3,4.3,4.6,1.0,2.6,0.066,-1.9,0.0,1983
39,POR,Granville Waiters,Ohio State,5.0,249.0,2547.0,606.0,540.0,121.0,0.45799999999999996,0.0,0.5589999999999999,10.2,2.4,2.2,0.5,1.9,0.036000000000000004,-3.3,-0.8,1983
40,IND,Jim Thomas,Indiana,4.0,161.0,3361.0,1355.0,418.0,377.0,0.47100000000000003,0.17,0.763,20.9,8.4,2.6,2.3,4.9,0.071,-1.4,0.5,1983
41,MIL,Ted Kitchel,Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
42,MIL,Mike Davis,Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
43,GSW,Pace Mannion,Utah,6.0,216.0,2125.0,660.0,259.0,231.0,0.413,0.203,0.6629999999999999,9.8,3.1,1.2,1.1,1.7,0.038,-2.0,0.0,1983
44,BKN,Horace Owens,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
45,PHO,Paul Williams,Arizona State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
46,SAS,Kevin Williams,St. John's,5.0,260.0,2947.0,1268.0,356.0,319.0,0.435,0.077,0.805,11.3,4.9,1.4,1.2,2.6,0.042,-3.5,-1.1,1983
47,PHI,Ken Lyons,University of North Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
48,HOU,Craig Ehlo,Washington State,14.0,873.0,21071.0,7492.0,3139.0,2456.0,0.45299999999999996,0.369,0.6890000000000001,24.1,8.6,3.6,2.8,41.2,0.094,0.6,14.1,1983
49,IND,Greg Jones,West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
50,CLE,Paul Thompson,Tulane,3.0,154.0,3105.0,1374.0,533.0,224.0,0.43200000000000005,0.21,0.792,20.2,8.9,3.5,1.5,4.9,0.076,-0.1,1.5,1983
51,PHO,Derek Whittenburg,NC State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
52,BOS,Winfred King,East Tennessee State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
53,GSW,Mike Holton,UCLA,6.0,325.0,5836.0,2016.0,459.0,977.0,0.441,0.257,0.807,18.0,6.2,1.4,3.0,4.8,0.039,-2.8,-1.2,1983
54,UTA,Bob Hansen,Iowa,9.0,575.0,11104.0,3952.0,1282.0,947.0,0.46799999999999997,0.32299999999999995,0.662,19.3,6.9,2.2,1.6,15.4,0.066,-2.4,-1.2,1983
55,DET,Erich Santifer,Syracuse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
56,CLE,Larry Anderson,UNLV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
57,WAS,Darren Daye,UCLA,5.0,328.0,5208.0,2225.0,844.0,672.0,0.491,0.11800000000000001,0.6809999999999999,15.9,6.8,2.6,2.0,9.3,0.086,-0.3,2.2,1983
58,ATL,John Pinone,Villanova,1.0,7.0,65.0,20.0,10.0,3.0,0.5379999999999999,0.0,0.6,9.3,2.9,1.4,0.4,0.1,0.04,-3.8,0.0,1983
59,BKN,Bruce Kuczenski,UConn,1.0,15.0,119.0,28.0,23.0,8.0,0.27,0.0,0.667,7.9,1.9,1.5,0.5,-0.4,-0.152,-6.0,-0.3,1983
60,SAC,Steve Harriel,Washington State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
61,DEN,David Little,Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
62,POR,Tom Piotrowski,La Salle,1.0,18.0,78.0,30.0,16.0,5.0,0.462,0.0,1.0,4.3,1.7,0.9,0.3,0.1,0.07,-4.6,-0.1,1983
63,OKC,Frank Burnell,Stetson University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
64,PHI,Claude Riley,Texas A&M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
65,MIL,Billy Goodwin,St. John's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
66,CLE,Les Craft,Kansas State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
67,CLE,Derrick Hord,Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
68,BOS,Craig Robinson,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
69,LAL,Orlando Phillips,Pepperdine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
70,PHI,Dan Ruland,James Madison University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
71,HOU,Darrell Browder,TCU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
72,IND,Terry Fair,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
73,CLE,Dwight Jones,Cincinnati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
74,PHI,Kalpatrick Wells,Mississippi State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
75,CHI,Ron Crevier,Boston College,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.3,0.0,-0.1,-0.795,-42.2,0.0,1983
76,UTA,Doug Arnold,TCU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
77,GSW,Peter Thibeaux,Saint Mary's,2.0,93.0,992.0,462.0,144.0,45.0,0.45299999999999996,0.28600000000000003,0.626,10.7,5.0,1.5,0.5,0.1,0.005,-5.2,-0.8,1983
78,DET,Steve Bouchie,Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
79,DAL,Johnny Martin,Northwestern State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
80,WAS,Dan Gay,Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
81,ATL,Harry Kelley,Texas Southern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
82,NYK,Mark Jones,St. Bonaventure,1.0,6.0,16.0,7.0,2.0,5.0,0.5,0.0,0.5,2.7,1.2,0.3,0.8,0.0,0.07,-4.0,0.0,1983
83,DEN,York Gross,UC Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
84,SAC,Mike Jackson,Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
85,POR,Tim Dunham,Chaminade University of Honolulu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
86,OKC,Pete DeBisschop,Fairfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
87,BKN,Barney Mines,Bradley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
88,MIL,Mark Nickens,American University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
89,PHO,Sam Mosley,Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
90,SAS,Brant Weidner,William & Mary,1.0,8.0,38.0,8.0,11.0,0.0,0.222,0.0,1.0,4.8,1.0,1.4,0.0,0.0,-0.013999999999999999,-4.9,-0.1,1983
91,BOS,Carlos Clark,Ole Miss,2.0,93.0,689.0,223.0,86.0,65.0,0.40700000000000003,0.0,0.8029999999999999,7.4,2.4,0.9,0.7,0.6,0.044000000000000004,-2.3,0.0,1983
92,LAL,Terry Lewis,Mississippi State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
93,PHI,Craig Robinson,Princeton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
94,HOU,Chuck Barnett,Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
95,IND,Roger Stieg,Ole Miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
96,CLE,Chris Logan,Holy Cross,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
97,LAC,Manute Bol,,10.0,624.0,11698.0,1599.0,2647.0,171.0,0.40700000000000003,0.21,0.561,18.7,2.6,4.2,0.3,12.3,0.051,-0.5,4.5,1983
98,CHI,Tim Andree,Notre Dame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
99,GSW,Greg Hines,Hampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983
